plan_id,case_id,feature_id,method,feature_name,material,recognized_geometry,selected_tool_or_holder,operation_sequence,cutting_parameters,manufacturing_reasoning_notes,plan_text,cam_pass,expert_acceptable,initial_graph_violation,final_unresolved_failure
F05_C04_react,F05_C04,F05,Standard ReAct Agent,deep special-shaped groove,Ti-6Al-4V,deep groove with long overhang risk,nearby catalog tool,stepwise reasoning route: trochoidal roughing + rest finishing with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F05_C04 (deep special-shaped groove), the Standard ReAct Agent plan selects nearby catalog tool; proposes stepwise reasoning route: trochoidal roughing + rest finishing with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F05_C04_kgmcf,F05_C04,F05,KGMCF (Ours),deep special-shaped groove,Ti-6Al-4V,deep groove with long overhang risk,long-reach D4 bull-nose mill,Aero-MPKG-grounded route: trochoidal roughing + rest finishing with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F05_C04 (deep special-shaped groove), the KGMCF (Ours) plan selects long-reach D4 bull-nose mill; proposes Aero-MPKG-grounded route: trochoidal roughing + rest finishing with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F05_C05_vanilla,F05_C05,F05,Vanilla MLLM,deep special-shaped groove,Ti-6Al-4V,deep groove with long overhang risk,standard end mill,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F05_C05 (deep special-shaped groove), the Vanilla MLLM plan selects standard end mill; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F05_C05_rag,F05_C05,F05,RAG-based Planner,deep special-shaped groove,Ti-6Al-4V,deep groove with long overhang risk,retrieved similar standard tool,retrieved template: trochoidal roughing + rest finishing; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F05_C05 (deep special-shaped groove), the RAG-based Planner plan selects retrieved similar standard tool; proposes retrieved template: trochoidal roughing + rest finishing; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F05_C05_react,F05_C05,F05,Standard ReAct Agent,deep special-shaped groove,Ti-6Al-4V,deep groove with long overhang risk,long-reach D4 bull-nose mill,stepwise reasoning route: trochoidal roughing + rest finishing with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F05_C05 (deep special-shaped groove), the Standard ReAct Agent plan selects long-reach D4 bull-nose mill; proposes stepwise reasoning route: trochoidal roughing + rest finishing with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F05_C05_kgmcf,F05_C05,F05,KGMCF (Ours),deep special-shaped groove,Ti-6Al-4V,deep groove with long overhang risk,long-reach D4 bull-nose mill,Aero-MPKG-grounded route: trochoidal roughing + rest finishing with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F05_C05 (deep special-shaped groove), the KGMCF (Ours) plan selects long-reach D4 bull-nose mill; proposes Aero-MPKG-grounded route: trochoidal roughing + rest finishing with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F06_C01_vanilla,F06_C01,F06,Vanilla MLLM,deep bore rigid-control feature,Ti-6Al-4V,deep bore with stiffness constraint,oversized boring bar,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F06_C01 (deep bore rigid-control feature), the Vanilla MLLM plan selects oversized boring bar; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. No major manufacturability risk identified in the aligned validation records.",Yes,No,No,No
F06_C01_rag,F06_C01,F06,RAG-based Planner,deep bore rigid-control feature,Ti-6Al-4V,deep bore with stiffness constraint,retrieved similar standard tool,retrieved template: step boring + finish boring; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F06_C01 (deep bore rigid-control feature), the RAG-based Planner plan selects retrieved similar standard tool; proposes retrieved template: step boring + finish boring; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. Potential issues recorded: graph-constraint violation; holder collision risk; invalid CAM generation.",No,No,Yes,Yes
F06_C01_react,F06_C01,F06,Standard ReAct Agent,deep bore rigid-control feature,Ti-6Al-4V,deep bore with stiffness constraint,nearby catalog tool,stepwise reasoning route: step boring + finish boring with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F06_C01 (deep bore rigid-control feature), the Standard ReAct Agent plan selects nearby catalog tool; proposes stepwise reasoning route: step boring + finish boring with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",Yes,No,No,No
F06_C01_kgmcf,F06_C01,F06,KGMCF (Ours),deep bore rigid-control feature,Ti-6Al-4V,deep bore with stiffness constraint,anti-vibration boring bar,Aero-MPKG-grounded route: step boring + finish boring with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F06_C01 (deep bore rigid-control feature), the KGMCF (Ours) plan selects anti-vibration boring bar; proposes Aero-MPKG-grounded route: step boring + finish boring with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F06_C02_vanilla,F06_C02,F06,Vanilla MLLM,deep bore rigid-control feature,Ti-6Al-4V,deep bore with stiffness constraint,default cavity tool,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F06_C02 (deep bore rigid-control feature), the Vanilla MLLM plan selects default cavity tool; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
